IDS	QUESTIONS	ANSWER	AUDIO	INFO	CLUE	THEME	SUBTYPE	LEVEL	SEQ	TYPE	PERSON	TENSE	COMMENT	0	dedupeExact		dedupeVague															
3506	quiet! I'm reading something important	silencio! estoy leyendo algo importante	SL0068			listen		A1	3192																							
3507	you will eat when you are hungry. Very reasonable.	comerás cuando tienes hambre. Muy razonable.	SL0069			listen		A1	3193																							
3508	I would talk but at the moment I am very busy.	hablaría pero en esto momento estoy muy occupado	SL0070			listen		A1	3194																							
3509	go with God!	¡vaya con Díos!	SL0071			listen		A1	3195																							
3510	I know who was in the bathroom 	sé quién estaba en el baño 	SL0072			listen		A1	3196																							
3511	I choose to be like this. It is not an accident.	elijo ser así. no es un accidente.	SL0073			listen		A1	3197																							
3512	by the house	junto a la casa	SL0074			listen		A0	3198																							
3513	help me! I've had an accident. The situation is serious	¡ayuda! he tenido un accidente. la situación es grave	SL0075			listen		A1	3199																							
3514	they ate what she offered.	comieron lo que ella offreció	SL0076			listen		A1	3200																							
3515	I will eat there tonight	comeré allí esta noche	SL0077			listen		A1	3201																							
3516	ten more	diez más	SL0078			listen		A0	3202																							
3517	I came I saw I lost	vine vi perdí	SL0079			listen		A1	3203																							
3518	those black ones look like they are the best	esos negros parecen están los mejores	SL0080			listen		A1	3204																							
3519	I'm used to meeting my friends here	estoy soliendo encontrar mis amigos aquí	SL0081			listen		A1	3205																							
3520	are you thirsty? shall we have a drink?	¿tienes sed? tomamos algo?	SL0082			listen		A1	3206																							
3521	they're gonna feel tired by the time they get there	van a sentir cansado para cuando lleguen	SL0083			listen		A1	3207																							
3522	I want to be able to swim for two miles	quiero poder nadar por dos miles	SL0084			listen		A1	3208																							
3523	they will eat everything but only during the evenings	comeran todos pero solamente durante las tardes	SL0085			listen		A1	3209																							
3524	danger! there are many accidents here	¡peligro! hay muchos accidentes aquí	SL0086			listen		A1	3210																							
3525	I translate what he says and then I translate what she says.	traduzco lo que él dice  y entonces traduzco lo que ella dice	SL0087			listen		A1	3211																							
3526	in my bag	en mi bolso	SL0088			listen		A0	3212																							
3527	it was very precise of you	era muy preciso de ti parte	SL0089			listen		A1	3213																							
3528	is she sitting inside or outside?	¿está sentada dentro o fuera?	SL0090			listen		A1	3214																							
3529	our family and friends	nuestra familia y amigos	SL0091			listen		A0	3215																							
3530	I drive on Sundays. Traffic is less	conduzco los domingos.  el trafíco es menos	SL0092			listen		A1	3216																							
3531	a little less for me if you don't mind.	un poco menos para mi si no te molestas	SL0093			listen		A1	3217																							
3532	I knew it was a bad idea but I persuaded myself.	supe era un mala idea pero  persuadi mi mismo	SL0094			listen		A1	3218																							
3533	we'll eat today and then we won't eat for thirty six hours	comeremos hoy y después no comeremos por treinta y seis horas	SL0095			listen		A1	3219																							
3534	I feel their ideas were not well received.	siento que sus ideas no fueron bien recibidas.	SL0096			listen		A1	3220																							
3535	I want to drink a sweet coffee with milk	quiero beber un café dulce con leche	SL0097			listen		A1	3221																							
3536	señor: you can come in now. bring your suitcase!	ya puede entrar. traiga su maleta.	SL0098			listen		A1	3222																							
3537	the year before you didn't eat bread	el año antes no comisteis el pan	SL0099			listen		A1	3223																							
3538	he is serving meat today 	está sirviendo el carne hoy 	SL0100			listen		A1	3224																							
3539	I just started. please help me.	acabo empecé. ayudame por favor.	SL0101			listen		A1	3225																							
3540	this green house would be…	esta casa verde sería…	SL0102			listen		A1	3226																							
3541	is it very dangerous or does it just look that way?	¿es muy peligroso o solamente parace así?	SL0103			listen		A1	3227																							
3542	last month we ate only meat	la mes pasado comimos solamente el carne	SL0104			listen		A1	3228																							
3543	I come here every Spring. It's my favourite place.	vengo aquí cada primavera. es mi lugar favorito.	SL0105			listen		A1	3229																							
3544	I looked everywhere but I haven't found anything.	busqué en todos parte pero no he encontrado nada	SL0106			listen		A1	3230																							
3545	in front of the window	delante de la ventana	SL0107			listen		A0	3231																							
3546	of course I know him. I've known him for many years.	claro  lo conozco. he lo conocido hace muchos años	SL0108			listen		A1	3232																							
3547	please I need to know your age	por favor necesito saber su edad	SL0109			listen		A1	3233																							
3548	your car or ours	tu coche o el nuestro	SL0110			listen		A0	3234																							
3549	you were in the bank for a long time. did you have a problem?	estuviste en el banco por mucho tiempo. ¿tuviste un problema?	SL0111			listen		A1	3235																							
3550	welcome to my home. It's small but I like it a lot	bienvenido a mi casa. es pequeño pero me gusta mucho	SL0112			listen		A1	3236																							
3551	I know this woman but I can't remember her name	conozco esta mujer pero no puedo recordar su nombre	SL0113			listen		A1	3237																							
3552	I don't like the colour. How about that one.	no me gusta el color. ¿qué hay de ese	SL0114			listen		A1	3238																							
3553	we will eat at the Chinese restaurant this weekend	comeremos en el restaurante chino esta fin de la semana	SL0115			listen		A1	3239																							
3554	I go out early on Saturdays to play golf	salgo temprano los sábados por jugar al golf	SL0116			listen		A1	3240																							
3555	we should buy something for the party	deberíamos comprar algo para la fiesta	SL0117			listen		A1	3241																							
3556	would you prefer to sit inside or outside?	¿prefieres sentarte dentro o fuera?	SL0118			listen		A1	3242																							
3557	yesterday we were watching television when	ayer estabamos mirando la television cúando	SL0119			listen		A1	3243																							
3558	I arrived two hours ago. where have you been?	llegué hace dos horas. ¿dónde has estado?	SL0120			listen		A1	3244																							
3559	I'll put that on the table by the window	pondré eso sobre la mesa junto a la ventana	SL0121			listen		A1	3245																							
3560	I must drink something hot before I go out	debo beber algo caliente antes de salir	SL0122			listen		A1	3246																							
3561	you gentlemen are not in the right place.	ustedes caballeros no están en el lugar correcto	SL0123			listen		A1	3247																							
3562	It will take forever	tomará una eternidad	SL0124			listen		A1	3248																							
3563	yes please	sí, por favor.	SL0125			listen		A0	3249																							
3564	last Thursday you ate nothing. why?	la jeuves pasado comiste nada. ¿Por qué?	SL0126			listen		A1	3250																							
3565	I follow them. it's not important where	sigo ellos. no es importante dónde	SL0127			listen		A1	3251																							
3566	yesterday I could talk to you but today I must work	ayer pude hablar contigo pero hoy debo trabajar	SL0128			listen		A1	3252																							
3567	three more, please	tres más, por favor.	SL0129			listen		A0	3253																							
3568	by when should we eat it?	¿por cuándo deberíamos comerlo?	SL0130			listen		A1	3254																							
3569	I want to try again	quiero intentarlo de nuevo	SL0131			listen		A1	3255																							
3570	their house is nice	su casa es bonita	SL0132			listen		A0	3256																							
3571	do you have your one? I've lost mine.	¿tienes lo tuyo? he perdido el mio	SL0133			listen		A1	3257																							
3572	I correct her mistakes And she corrects mine	yo corrijo sus errores y ella los míos	SL0134			listen		A1	3258																							
3573	I satisfy my clients with the quality of my work	satisfago a mis clientes con la calidad de mi trabajo	SL0135			listen		A1	3259																							
3574	six weeks later	seis semanas después	SL0136			listen		A0	3260																							
3575	how was your weekend?	¿qué tal tu fin de semana?	SL0137			listen		A1	3261																							
3576	should I drink?	¿debería beber?	SL0138			listen		A0	3262																							
3577	fifteen minutes ago I put it in front of my shoes.	hace quince minutos lo puse en frente a mis zapatos	SL0139			listen		A1	3263																							
3578	I'm American. Are you Spanish?	soy Americano. eres español?	SL0140			listen		A1	3264																							
3579	I had two tickets for the train but I had to drive	tuve dos billetes por el tren pero debí conducir	SL0141			listen		A1	3265																							
3580	maybe it doesn't look like it but I was listening 	tal vez no parece así pero estaba escuchando 	SL0142			listen		A1	3266																							
3581	your boys and my girls	tus hijos y mis hijas	SL0143			listen		A0	3267																							
3582	amigos: you are in danger. You know that? No.	estáis en peligro. lo sabéis? ¿No?	SL0144			listen		A1	3268																							
3583	I'm going at this moment	estoy yendo en este momento	SL0145			listen		A1	3269																							
3584	no thank you. thank you for the opportunity	no, gracias. gracias por la oportunidad.	SL0146			listen		A0	3270																							
3585	she will eat with us tomorrow	comerá con nosotros mañana	SL0147			listen		A1	3271																							
3586	I did a stupid thing and now they can't come with us.	hice una cosa estupida y ahora no pueden venir con nosotros	SL0148			listen		A1	3272																							
3587	the two people here	las dos personas aquí.	SL0149			listen		A0	3273																							
3588	we can drink the water without problems	podemos beber la agua sin problemas	SL0150			listen		A1	3274																							
3589	what colour is your car	¿de qué color es su coche?	SL0151			listen		A0	3275																							
3590	is this for me or for you?	¿esto es para mí or para tí?	SL0152			listen		A1	3276																							
3591	I count slowly because slow is better	cuento despacio porque despacio es mejor	SL0153			listen		A1	3277																							
3592	I'll have a holiday this summer for two weeks.	tendré una vacación esta verano por dos semanas.	SL0154			listen		A1	3278																							
3593	nine children is possible	nueve niños es posible	SL0155			listen		A0	3279																							
3594	you are very thin people. how is it possible?	sois gente muy delgadas. ¿cómo es possible?	SL0156			listen		A1	3280																							
3595	I'll satisfy both people if I can	satisfaré ambos personas si puedo	SL0157			listen		A1	3281																							
3596	how were you?	¿cómo estábas?	SL0158			listen		A1	3282																							
3597	your daughters are smart	tus hijas son listas	SL0159			listen		A0	3283																							
3598	as you know you will be late	como sabes llegarás tarde	SL0160			listen		A1	3284																							
3599	a red sky	un cielo rojo	SL0161			listen		A0	3285																							
3600	I can't eat this. it's too spicy	no puedo comer esto es demasiado picante	SL0162			listen		A1	3286																							
3601	your mother and father	su madre y su padre.	SL0163			listen		A0	3287																							
3602	I guess that they've already eaten.	supongo que ya han comido	SL0164			listen		A1	3288																							
3603	I say less when I'm with her	digo menos cuando estoy con ella	SL0165			listen		A1	3289																							
3604	I'll walk out of my house turn left and cross the bridge	saldré de mi casa girar a la izquierda y cruzar el puente	SL0166			listen		A1	3290																							
3605	eight cars in an accident	ocho coches en un accidente	SL0167			listen		A0	3291																							
3606	they are being the same as always	estan siendo los mismos como siempre	SL0168			listen		A1	3292																							
3607	I will come. I really want to see the mountains again	vendré. tengo muchas ganas ver los montañas otra vez	SL0169			listen		A1	3293																							
3608	so long / see you	hasta la vista	SL0170			listen		A0	3294																							
3609	where is the exit?	¿dónde esta la salida?	SL0171			listen		A1	3295																							
3610	amigo: you were blonde the last time I saw you	eras rubia la última vez que te vi	SL0172			listen		A1	3296																							
3611	four days before	cuatro días antes	SL0173			listen		A0	3297																							
3612	can I stop now or at least soon?	¿puedo parar ahora o al menos pronto?	SL0174			listen		A1	3298																							
3613	my sister is not here	mi hermana no está aquí.	SL0175			listen		A0	3299																							
3614	I'll want two of these every week. Will it be possible?	querré dos de estos cada semana. ¿será posible?	SL0176			listen		A1	3300																							
3615	we are being careful because we don't know the area	estamos siendo cuidadosos porque no conocemos la zona	SL0177			listen		A1	3301																							
3616	I'll be worth more here because I can answer the phone if she calls.	valdré más aquí porque puedo responder al teléfono si ella llamará	SL0178			listen		A1	3302																							
3617	they were red and white when I saw them	eran rojos y blancos cuando los vi	SL0179			listen		A1	3303																							
3618	we are both pilots	ambos somos pilotos	SL0180			listen		A1	3304																							
3619	there are seven days in a week	hay siete días en una semana	SL0181			listen		A0	3305																							
3620	I have a brother	tengo un hermano	SL0182			listen		A0	3306																							
3621	I was taller back then	era más alto entonces	SL0183			listen		A1	3307																							
3622	the first week of my holidays	la primera semana de mis vacaciones	SL0184			listen		A0	3308																							
3623	they will speak clearly and in simple words	hablarán claramente y con palabras sencillas	SL0185			listen		A1	3309																							
3624	you were doctors back then	entonces erais médicos	SL0186			listen		A1	3310																							
3625	all three of you are doctors	los tres son dentistas	SL0187			listen		A1	3311																							
3626	I went to Paris this past summer	fui a Paris este verano pasado	SL0188			listen		A1	3312																							
3627	I don't know her name	no sé su nombre	SL0189			listen		A0	3313																							
3628	I spoke to him yesterday morning	hablé con el ayer por la mañana	SL0190			listen		A1	3314																							
3629	you went abroad every winter if I remember correctly	fuisteis al extranjero todos los inviernos si no recuerdo mal	SL0191			listen		A1	3315																							
3630	you talked about many things in a short time 	hablaste de muchas cosas en poco tiempo 	SL0192			listen		A1	3316																							
3631	I am at home right now	estoy en casa ahora	SL0193			listen		A1	3317																							
3632	he is with me	está conmigo	SL0194			listen		A0	3318																							
3633	you were at the bank for a long time. did you have a problem?	estuviste en el banco por mucho tiempo. ¿tuviste un problema?	SL0195			listen		A1	3319																							
3634	we were younger in those days	éramos más jóvenes en aquellos días	SL0196			listen		A1	3320																							
3635	what happened to you?	¿qué te pasó?	SL0197			listen		A0	3321																							
3636	with whom should she talk?	¿con quién debería hablar?	SL0198			listen		A1	3322																							
3637	those apples are old. I'm not happy.	esas manzanas son viejas. no estoy contento	SL0199			listen		A1	3323																							
3638	we went to the local shops 	fuimos a las tiendas locales 	SL0200			listen		A1	3324																							
3639	what do you want?	¿qué quieres?	SL0201			listen		A0	3325																							
3640	he talked to your mother last week	habló con su madre la semana pasada	SL0202			listen		A1	3326																							
3641	that place is beautiful	ese lugar es bonito	SL0203			listen		A1	3327																							
3642	he will talk with them but only for one hour	hablará con ellos pero solamente durante una hora	SL0204			listen		A1	3328																							
3643	are there more?	¿hay más?	SL0205			listen		A0	3329																							
3644	it was tiring but now it feels good	estuvo cansado pero ahoro siente bien	SL0206			listen		A1	3330																							
3645	we eat mainly fruits and vegetables	comemos principalmente las fruitas y las verduras	SL0207			listen		A1	3331																							
3646	he is tall and strong. he would be useful in this situation	es alto y fuerte. sería útil en esta situación	SL0208			listen		A1	3332																							
3647	sir, excuse me a minute I'll ask my friend	señor, disculpeme un minuto preguntaré a mi amigo	SL0209			listen		A1	3333																							
3648	eight years ago they went to Mexico	hace ocho años se fueron a Mexico	SL0210			listen		A1	3334																							
3649	the other people in my classes	las otras personas en mis classes	SL0211			listen		A0	3335																							
3650	you will speak more slowly to their parents	hablarás más despacio a sus padres	SL0212			listen		A1	3336																							
3651	these cars are too small	estos coches son demasiado pequeños	SL0213			listen		A1	3337																							
3652	It was the first time	fue la primera vez	SL0214			listen		A1	3338																							
3653	your cats are too small	tus gatos son demasiado pequeños	SL0215			listen		A0	3339																							
3654	tomorrow afternoon	mañana por la tarde	SL0216			listen		A0	3340																							
3655	I hope to be	espero ser	SL0217			listen		A0	3341																							
3656	see you later!	¡hasta luego!	SL0218			listen		A0	3342																							
3657	they went to the market together. I remember it well.	fueron juntos al mercado. lo recuedo bien	SL0219			listen		A1	3343																							
3658	where will you talk to them? They are not here	¿dónde hablaras con ellos? no están aquí	SL0220			listen		A1	3344																							
3659	we were in the shops in front of the shopping centre.	estuvimos en las tiendas en frente del centro comercial	SL0221			listen		A1	3345																							
3660	something interesting	algo interesante	SL0222			listen		A0	3346																							
3661	no thank you! I want something else	no gracias! quiero otra cosa	SL0223			listen		A1	3347																							
3662	nine fruits. Is that enough?	nueve fruitas.  ¿es suficiente?	SL0224			listen		A1	3348																							
3663	my friends are already there	mis amigos ya están allí	SL0225			listen		A0	3349																							
3664	I am English despite my accent	Soy inglés a pesar de mi acento	SL0226			listen		A1	3350																							
3665	we talked together this Wednesday	hablamos conjuntos este miercoles	SL0227			listen		A1	3351																							
3666	this is not what we asked for. You know that	esto no es lo que pedimos. usted sabe eso	SL0228			listen		A1	3352																							
3667	I went at three o'clock in the afternoon to avoid traffic	fui a las tres de la tarde para evitar el trafíco	SL0229			listen		A1	3353																							
3668	your friend is my friend	tu amigo es mi amigo	SL0230			listen		A0	3354																							
3669	one girl and two girls	una niña y dos niñaS	SL0231			listen		A1	3355																							
3670	where is the exit?	¿dónde esta la entrada?	SL0232			listen		A0	3356																							
3671	hello my friend! Where have you been?	!hola amigo! ¿dónde has estado?	SL0233			listen		A0	3357																							
3672	you were on the corner for how many minutes?	¿estuvisteis en la esquina por cuantos minutes?	SL0234			listen		A1	3358																							
3673	do you have enough time?	¿tiene tiempo suficiente?	SL0235			listen		A0	3359																							
3674	I will make a solution available. It must be possible	haré una solución disponible.  debe ser posible	SL0236			listen		A1	3360																							
3675	I want to go to the cinema	quiero ir al cine.	SL0237			listen		A0	3361																							
3676	he said goodbye for the last time	dijo adiós por el último vez	SL0238			listen		A1	3362																							
3677	ten items or less 	diez artículos o menos 	SL0239			listen		A1	3363																							
3678	my name is Chrissi. I live in a small tourist town	me llamo Chrissi. vivo en un pequeño pueblo turístico	SL0240			listen		A0	3364																							
3679	you are here again. what do you want?	estás aquí otra vez. quieres que?	SL0241			listen		A1	3365																							
3680	we need someone to talk to	necesitamos alguien con quién hablar	SL0242			listen		A1	3366																							
3681	do you want this or would you prefer that?	¿quieres esto o preferirías eso	SL0243			listen		A1	3367																							
3682	be good! don't move!	¡Sed buenos! ¡No te muevas!	SL0244			listen		A1	3368																							
3683	speak! you have thirty seconds	¡hable! tiene treinte segundos	SL0245			listen		A1	3369																							
3684	don't come this week! the weather is horrible.	¡no venga esta semana!  el tiempo esta horrible.	SL0246			listen		A1	3370																							
3685	a short man	un hombre bajo	SL0247			listen		A0	3371																							
3686	we need at least six eggs 	necesitamos al menos seis huevos 	SL0248			listen		A1	3372																							
3687	I need to look for a new flat 	necesito buscar un nuevo apartamento 	SL0249			listen		A1	3373																							
3688	last Friday	el viernes pasado	SL0250			listen		A0	3374																							
3689	good bye. See you soon	¡adios! hasta pronto.	SL0251			listen		A0	3375																							
3690	you talked but you didn't say anything	hablasteis pero no dejisteis nada	SL0252			listen		A1	3376																							
3691	yes please. A room with a shower and a view of the sea	Sí, por favor. Una habitación con ducha y vistas al mar	SL0253	INFO		listen		A1	3377																							
3692	you used to go to Mexico whenever your friends were available	ibas a Mexico cuandoquiera sus amigos eran disponibles	SL0254			listen		A1	3378																							
3693	señores:  you were at the airport the whole time	estuvieron en el aeropuerto todo el tiempo	SL0255			listen		A1	3379																							
3694	that one looks the best of all	ese parece el mejor de todos	SL0256			listen		A1	3380																							
3695	I'll be able to speak fluently before autumn	podré hablar con fluidez antes del otoño	SL0257			listen		A1	3381																							
3696	where are you? I'm near the door	¿dónde estás? estoy cerca de la puerta	SL0258			listen		A0	3382																							
3697	some of this and twice as much of that	un poco de esto y dos veces más de aquello	SL0259			listen		A1	3383																							
3698	my house is your house	mi casa es tu casa	SL0260			listen		A0	3384																							
3699	señor:  would talk and answer your question but	hablaría y responder a su pregunta pero	SL0261			listen		A1	3385																							
3700	hello my name is	hola me llamo	SL0262			listen		A1	3386																							
3701	I haven't spoken to her since May	no he hablado con ella desde mayo	SL0263			listen		A1	3387																							
3702	how old are you?	¿cuántos años tienes?	SL0264			listen		A0	3388																							
3703	twenty-four hours in a day	veinticuatro horas en un día	SL0265			listen		A0	3389																							
3704	I am happy because the sky is blue	estoy contento porque el cielo está azul	SL0266			listen		A1	3390																							
3705	this week is impossible but next week is free	esta semana es imposible pero la próxima es libre	SL0267			listen		A1	3391																							
3706	talk to my friend!	habla con mi amigo!	SL0268			listen		A1	3392																							
3707	I'll fit everything in the two suitcases.	cabré todos en las dos maletas.	SL0269			listen		A1	3393																							
3708	an old woman	una mujer vieja	SL0270			listen		A0	3394																							
3709	I want to learn a little about you	quiero aprender un poco de tí	SL0271			listen		A1	3395																							
3710	señor: are you sure?	¿está seguro?	SL0272			listen		A0	3396																							
3711	they go by train because they consider it's safer	van en tren porque lo consideran más seguro	SL0273			listen		A1	3397																							
3712	please excuse me	discúlpame, por favor	SL0274			listen		A0	3398																							
3713	 you eat your dinner with her	comés tu cenar con ella	SL0275			listen		A1	3399																							
3714	they talked to the police and now they know a solution	hablaron con la policía y ahora saben una solución	SL0276			listen		A1	3400																							
3715	be reasonable!	sea razonable	SL0277			listen		A1	3401																							
3716	don't come today! I don't have the time.	¡no vengas hoy!  no tengo el tiempo	SL0278			listen		A1	3402																							
3717	he was going more and more until he broke his leg	iba más y más hasta roto su pierna	SL0279	iba because there is no defined moment		listen		A1	3403																							
3718	he is sharing his food with the dogs	está compartiendo su comida con los perros	SL0280			listen		A1	3404																							
3719	I was only there for the winter	estuve allí solamente por el invierno	SL0281			listen		A1	3405																							
3720	Good day	buen día	SL0282			listen		A0	3406																							
3721	the legal age is eighteen	La edad legal es dieciocho.	SL0283			listen		A0	3407																							
3722	we went two months ago by aeroplane	fuimos hace dos meses por aeroplano	SL0284			listen		A1	3408																							
3723	you would talk if you had something important to say	hablarías si tu tendríais algo importante a decir	SL0285	literally: you would talk if you would have something…		listen		A1	3409																							
3724	my dogs are kind	mis perros son amables	SL0286			listen		A0	3410																							
3725	amigo give me five minutes I'll be back!	¡amigo dame cinco minutos volveré!	SL0287			listen		A1	3411																							
3726	come with me! and don't touch the glass!	¡ven conmigo! y no toques el cristal!	SL0288			listen		A1	3412																							
3727	next weekend	el próximo fin de semana	SL0289			listen		A0	3413																							
3728	with milk thanks	con leche gracias.	SL0290			listen		A0	3414																							
3729	I'm going to the station in ten minutes. Come with me!	voy a la estación en diez minutes. ¡ven conmigo!	SL0291			listen		A1	3415																							
3730	pretty good. Thank you for your interest	bastante bueno. gracias por su interés	SL0292			listen		A1	3416																							
3731	twenty-one days in three weeks	veintiún días en tres semanas	SL0293			listen		A0	3417																							
3732	are you living in the same house as before?	ya estás viviendo en la misma casa que antes?	SL0294			listen		A1	3418																							
3733	you want to eat but you are not hungry	quieres comer pero no tienes hambre	SL0295			listen		A1	3419																							
3734	she eats at the same place every Tuesday	come en el mismo lugar cada martes	SL0296			listen		A1	3420																							
3735	I'll say I don't understand if you talk too fast	diré que no entiendo si hable demasiado rápido	SL0297			listen		A1	3421																							
3736	with my money	con mi dinero	SL0298			listen		A0	3422																							
3737	they used to talk under the old tree	hablaban debajo el viejo árbol	SL0299			listen		A1	3423																							
3738	I want to watch the sun over the mountains	quiero observer el sol sobre las montañas	SL0300			listen		A1	3424																							
3739	I used to go swimming from time to time	iba nadandose de vez en cuando	SL0301			listen		A1	3425																							
3740	how can I help you?	¿en qué puedo ayudarle?	SL0302			listen		A0	3426																							
3741	I am very sorry but	lo siento mucho, pero	SL0303			listen		A0	3427																							
3742	which one would you prefer, the orange or the yellow one?	¿cuál prefieres, la naranja o la amarilla?	SL0304			listen		A0	3428																							
3743	don't be stupid!	¡no seas estupido!	SL0305			listen		A1	3429																							
3744	look! what a nice restaurant!	¡mira! ¡qué restaurante tan bonito!	SL0306			listen		A1	3430																							
3745	don't be preoccupied with things you can't control!	¡no estés preoccupado con las cosas no puedes controllar!	SL0307			listen		A1	3431																							
3746	they are living on a boat on a river	están viviendo en un barco en un rio	SL0308			listen		A1	3432																							
3747	we've talked many times	hemos hablado muchas veces	SL0309			listen		A1	3433																							
3748	he won by 19 points to 21	ganó por diecinueve puntos a veintiuno	SL0310			listen		A0	3434																							
3749	you were fluent three months ago	hablabas con fluidez hace tres meses	SL0311	imperfect because not a moment but rather a period of time		listen		A1	3435																							
3750	three months earlier I spoke to my parents	tres meses antes hablé con mis padres	SL0312			listen		A1	3436																							
3751	one boy or two boys	un niño o dos niñoS	SL0313			listen		A1	3437																							
3752	you're going to buy a meal for her	vas a comprar una comida para ella	SL0314			listen		A1	3438																							
3753	can I talk to you for two minutes	¿puedo hablar contigo por dos minutos?	SL0315			listen		A1	3439																							
3754	I lived in a house between the sea and a river.	vivi en una casa entre el mar y un rio	SL0316			listen		A1	3440																							
3755	señores: you should move your suitcases	deben mover sus maletas	SL0317			listen		A1	3441																							
3756	eat here with me!	¡come aquí conmigo!	SL0318			listen		A1	3442																							
3757	My weekend was great!	mi fin de semana fue genial!	SL0319			listen		A1	3443																							
3758	he's bringing the drinks now	está trayendo las bebidas ahora	SL0320			listen		A1	3444																							
3759	without your car	sin tu coche	SL0321			listen		A0	3445																							
3760	you spoke on the phone for hours	hablaste por teléfono durante horas	SL0322			listen		A1	3446																							
3761	we're going to the supermarket. The party will be tonight.	vamos al supermercado. la fiesta será esta noche.	SL0323			listen		A1	3447																							
3762	in the morning	por la mañana	SL0324			listen		A0	3448																							
3763	zero point five	cero coma cinco	SL0325			listen		A0	3449																							
3764	fourteen days in two weeks	catorce días en dos semanas	SL0326			listen		A0	3450																							
3765	how much for six apples?	¿cuánto cuestan seis manzanas?	SL0327			listen		A0	3451																							
3766	follow me to the hotel!	¡sígueme al hotel!	SL0328			listen		A1	3452																							
3767	she is too preoccupied with his opinion 	está demasiado preoccupado con su opinión 	SL0329			listen		A1	3453																							
3768	eleven people every month	once personas cada mes	SL0330			listen		A0	3454																							
3769	amigo: I'm on the phone. ¡Leave me alone!	estoy hablando por teléfono. Déjame en paz	SL0331			listen		A1	3455																							
3770	come alone if possible! I want to ask you something.	!venga solo si posible¡ quiero preguntarle algo.	SL0332			listen		A1	3456																							
3771	he's sixteen years old	tiene dieciséis años	SL0333			listen		A0	3457																							
3772	I spoke five languages during this time	hablaba cinco idiomas durante este tiempo	SL0334			listen		A1	3458																							
3773	seven days later I arrived	siete días después llegué	SL0335			listen		A1	3459																							
3774	leave it! it's expensive and it doesn't taste good	¡déjalo! es caro y no sabe bien	SL0336			listen		A1	3460																							
3775	don't be so English!	no sea tan inglés	SL0337			listen		A1	3461																							
3776	I'm fine. thanks for the question.	estoy bien gracias por la pregunta.	SL0338			listen		A0	3462																							
3777	I used to live in Bangkok but the traffic was very bad	vivía en Bangkok pero el trafico era muy mal	SL0339			listen		A1	3463																							
3778	you eat very early. I eat much later in the day	comes muy temprano. Como mucho más tarde en el día.	SL0340			listen		A1	3464																							
3779	Maybe she went to the cinema or to a concert	quizá ha ido al cine o algún concierto	SL0341			listen		A1	3465																							
3780	he's coming to the beach this afternoon	está viniendo a la playa esta tarde	SL0342			listen		A1	3466																							
3781	don't eat that! It's not yours	¡no comas eso! no es la tuya	SL0343			listen		A1	3467																							
3782	you go at the same time but in different cars	vais al mismo tiempo pero en coches diferentes	SL0344			listen		A1	3468																							
3783	your white shirt	su camisa blanca.	SL0345			listen		A0	3469																							
3784	thirteen is an interesting number	trece es un número interesante	SL0346			listen		A0	3470																							
3785	When will we meet?	¿cuándo nos veremos?	SL0347			listen		A0	3471																							
3786	twelve months in a year	doce meses en un año	SL0348			listen		A0	3472																							
3787	what's the time?	¿qué hora es?	SL0349			listen		A0	3473																							
3788	seventeen green plates	diecisiete platos verdes	SL0350			listen		A0	3474																							
3789	we used to  talk while we were playing tennis	hablábamos mientrás estabamos jugando el tennis	SL0351			listen		A1	3475																							
3790	take it! I don't want any more	¡tómalo! no quiero más	SL0352			listen		A1	3476																							
3791	amigo: don’t be so generous!	no seas tan generoso!	SL0353			listen		A1	3477																							
3792	how are you? you're sick, aren't you?	¿cómo estás? ¿estás enfermo, verdad?	SL0354			listen		A0	3478																							
3793	I would live in this village and work here too	viviría en esta pueblo y trabajo aquí también	SL0355			listen		A1	3479																							
3794	I eat the same food every week	como la misma comida cada semana	SL0356			listen		A1	3480																							
3795	Did you do anything interesting?	¿hiciste algo interesante?	SL0357			listen		A1	3481																							
3796	come with me if you want to live	ven conmigo si quieres vivir	SL0358			listen		A1	3482																							
3797	my name is Juan. what is your name?	me llamo Juan ¿cómo te llamas?	SL0359			listen		A0	3483																							
3798	what's your name?	¿cómo te llamas?	SL0360			listen		A0	3484																							
3799	Who is she?	¿quién es ella?	SL0361			listen		A0	3485																							
3800	are you open?	¿está abierto?	SL0362			listen		A0	3486																							
3801	I talked to her about everything and nothing	hablaba con ella sobre todo y nada	SL0363			listen		A1	3487																							
3802	give it to me now! my arms hurt	¡dámelo ahora! los brazos me duelen	SL0364			listen		A1	3488																							
3803	I don't know.	No lo sé.	SL0365			listen		A0	3489																							
3804	they live where they live because they don't have a choice	viven donde viven porque no tienen una opción	SL0366			listen		A1	3490																							
3805	How would you like your meat?	¿cómo le gustaría la carne?	SL0367			listen		A0	3491																							
3806	fifteen years ago	quince años hace	SL0368			listen		A0	3492																							
3807	I went to the cinema on Friday	fui al cine el viernes	SL0369			listen		A1	3493																							
3808	sit down! my house is your house!	¡siéntate! mi casa es su casa	SL0370			listen		A1	3494																							
3809	what is this?	¿qué es esto?	SL0371			listen		A0	3495																							
3810	Hi, Anna! How are you?	¡hola Anna! ¿cómo estás?	SL0372			listen		A0	3496																							
3811	is this my change?	¿es este mi cambio?	SL0373			listen		A0	3497																							
3812	she came with me before her illness	ella vino conmigo antes de su enfermedad	SL0374			listen		A1	3498																							
